filename,partition,task,semantic_label,numeric_label
Training_14588902.jpg,train,target,angry,0
Training_14619449.jpg,train,target,angry,0
Training_14621559.jpg,train,target,angry,0
Training_14636525.jpg,train,target,angry,0
Training_14641612.jpg,train,target,angry,0
Training_14690040.jpg,train,target,angry,0
Training_14692406.jpg,train,target,angry,0
Training_14713134.jpg,train,target,angry,0
Training_14754797.jpg,train,target,angry,0
Training_1477608.jpg,train,target,angry,0
Training_14776502.jpg,train,target,angry,0
Training_14820944.jpg,train,target,angry,0
Training_14823194.jpg,train,target,angry,0
Training_14830141.jpg,train,target,angry,0
Training_14848707.jpg,train,target,angry,0
Training_14849067.jpg,train,target,angry,0
Training_14869777.jpg,train,target,angry,0
Training_14883276.jpg,train,target,angry,0
Training_14909933.jpg,train,target,angry,0
Training_14918881.jpg,train,target,angry,0
Training_14954004.jpg,train,target,angry,0
Training_14976970.jpg,train,target,angry,0
Training_1500617.jpg,train,target,angry,0
Training_15058314.jpg,train,target,angry,0
Training_15081195.jpg,train,target,angry,0
Training_15108206.jpg,train,target,angry,0
Training_15127879.jpg,train,target,angry,0
Training_15150679.jpg,train,target,angry,0
Training_15197146.jpg,train,target,angry,0
Training_15272626.jpg,train,target,angry,0
Training_15311033.jpg,train,target,angry,0
Training_15337964.jpg,train,target,angry,0
Training_1534315.jpg,train,target,angry,0
Training_15343190.jpg,train,target,angry,0
Training_15351749.jpg,train,target,angry,0
Training_15361067.jpg,train,target,angry,0
Training_15429801.jpg,train,target,angry,0
Training_15433316.jpg,train,target,angry,0
Training_15458095.jpg,train,target,angry,0
Training_15462493.jpg,train,target,angry,0
Training_15466417.jpg,train,target,angry,0
Training_15469459.jpg,train,target,angry,0
Training_15483013.jpg,train,target,angry,0
Training_15484575.jpg,train,target,angry,0
Training_15496677.jpg,train,target,angry,0
Training_15498699.jpg,train,target,angry,0
Training_15512449.jpg,train,target,angry,0
Training_1553426.jpg,train,target,angry,0
Training_15570158.jpg,train,target,angry,0
Training_1559786.jpg,train,target,angry,0
Training_15651444.jpg,train,target,angry,0
Training_15653607.jpg,train,target,angry,0
Training_15671299.jpg,train,target,angry,0
Training_15693625.jpg,train,target,angry,0
Training_15729526.jpg,train,target,angry,0
Training_15752571.jpg,train,target,angry,0
Training_15784307.jpg,train,target,angry,0
Training_15794224.jpg,train,target,angry,0
Training_15799535.jpg,train,target,angry,0
Training_15812721.jpg,train,target,angry,0
Training_15848209.jpg,train,target,angry,0
Training_1589886.jpg,train,target,angry,0
Training_15933141.jpg,train,target,angry,0
Training_15990816.jpg,train,target,angry,0
Training_16024594.jpg,train,target,angry,0
Training_16052786.jpg,train,target,angry,0
Training_16057513.jpg,train,target,angry,0
Training_16084063.jpg,train,target,angry,0
Training_16124846.jpg,train,target,angry,0
Training_16148999.jpg,train,target,angry,0
Training_161824.jpg,train,target,angry,0
Training_16211575.jpg,train,target,angry,0
Training_16232328.jpg,train,target,angry,0
Training_16259740.jpg,train,target,angry,0
Training_16288109.jpg,train,target,angry,0
Training_16288280.jpg,train,target,angry,0
Training_16305966.jpg,train,target,angry,0
Training_16322300.jpg,train,target,angry,0
Training_16376025.jpg,train,target,angry,0
Training_16385944.jpg,train,target,angry,0
Training_16439151.jpg,train,target,angry,0
Training_1648016.jpg,train,target,angry,0
Training_16492100.jpg,train,target,angry,0
Training_16526420.jpg,train,target,angry,0
Training_16527960.jpg,train,target,angry,0
Training_16533492.jpg,train,target,angry,0
Training_16538275.jpg,train,target,angry,0
Training_16559108.jpg,train,target,angry,0
Training_16567582.jpg,train,target,angry,0
Training_16585392.jpg,train,target,angry,0
Training_16591786.jpg,train,target,angry,0
Training_16594897.jpg,train,target,angry,0
Training_16615632.jpg,train,target,angry,0
Training_16622790.jpg,train,target,angry,0
Training_16636429.jpg,train,target,angry,0
Training_16695193.jpg,train,target,angry,0
Training_16728602.jpg,train,target,angry,0
Training_16734586.jpg,train,target,angry,0
Training_16765414.jpg,train,target,angry,0
Training_1677103.jpg,train,target,angry,0
Training_16780637.jpg,train,target,angry,0
Training_16813100.jpg,train,target,angry,0
Training_16824041.jpg,train,target,angry,0
Training_16828779.jpg,train,target,angry,0
Training_16830053.jpg,train,target,angry,0
Training_16844918.jpg,train,target,angry,0
Training_16863168.jpg,train,target,angry,0
Training_16882248.jpg,train,target,angry,0
Training_16902014.jpg,train,target,angry,0
Training_16968141.jpg,train,target,angry,0
Training_16971260.jpg,train,target,angry,0
Training_17026096.jpg,train,target,angry,0
Training_1705134.jpg,train,target,angry,0
Training_17067471.jpg,train,target,angry,0
Training_17114283.jpg,train,target,angry,0
Training_17188430.jpg,train,target,angry,0
Training_17201713.jpg,train,target,angry,0
Training_17207698.jpg,train,target,angry,0
Training_17244297.jpg,train,target,angry,0
Training_17258244.jpg,train,target,angry,0
Training_17316378.jpg,train,target,angry,0
Training_17363681.jpg,train,target,angry,0
Training_17363830.jpg,train,target,angry,0
Training_17385604.jpg,train,target,angry,0
Training_17389803.jpg,train,target,angry,0
Training_17399121.jpg,train,target,angry,0
Training_1741870.jpg,train,target,angry,0
Training_17427197.jpg,train,target,angry,0
Training_17428065.jpg,train,target,angry,0
Training_17437121.jpg,train,target,angry,0
Training_17448768.jpg,train,target,angry,0
Training_17450738.jpg,train,target,angry,0
Training_17510075.jpg,train,target,angry,0
Training_175233.jpg,train,target,angry,0
Training_17526342.jpg,train,target,angry,0
Training_17526951.jpg,train,target,angry,0
Training_17561724.jpg,train,target,angry,0
Training_17588102.jpg,train,target,angry,0
Training_17600441.jpg,train,target,angry,0
Training_17608684.jpg,train,target,angry,0
Training_17664633.jpg,train,target,angry,0
Training_17667401.jpg,train,target,angry,0
Training_17682275.jpg,train,target,angry,0
Training_17690552.jpg,train,target,angry,0
Training_17702322.jpg,train,target,angry,0
Training_17775115.jpg,train,target,angry,0
Training_17796854.jpg,train,target,angry,0
Training_1779888.jpg,train,target,angry,0
Training_17825044.jpg,train,target,angry,0
Training_178362.jpg,train,target,angry,0
Training_17861397.jpg,train,target,angry,0
Training_17869141.jpg,train,target,angry,0
Training_17871246.jpg,train,target,angry,0
Training_17871635.jpg,train,target,angry,0
Training_17902383.jpg,train,target,angry,0
Training_17907423.jpg,train,target,angry,0
Training_1791860.jpg,train,target,angry,0
Training_17946627.jpg,train,target,angry,0
Training_17977606.jpg,train,target,angry,0
Training_1797833.jpg,train,target,angry,0
Training_18012086.jpg,train,target,angry,0
Training_18058034.jpg,train,target,angry,0
Training_18096819.jpg,train,target,angry,0
Training_18101749.jpg,train,target,angry,0
Training_18152779.jpg,train,target,angry,0
Training_18167782.jpg,train,target,angry,0
Training_18174853.jpg,train,target,angry,0
Training_18200194.jpg,train,target,angry,0
Training_18219531.jpg,train,target,angry,0
Training_18270369.jpg,train,target,angry,0
Training_18384206.jpg,train,target,angry,0
Training_18403526.jpg,train,target,angry,0
Training_18424991.jpg,train,target,angry,0
Training_18437561.jpg,train,target,angry,0
Training_18460889.jpg,train,target,angry,0
Training_18468344.jpg,train,target,angry,0
Training_18473098.jpg,train,target,angry,0
Training_18498178.jpg,train,target,angry,0
Training_18529397.jpg,train,target,angry,0
Training_1854333.jpg,train,target,angry,0
Training_18579411.jpg,train,target,angry,0
Training_18615787.jpg,train,target,angry,0
Training_18622081.jpg,train,target,angry,0
Training_18633212.jpg,train,target,angry,0
Training_18649259.jpg,train,target,angry,0
Training_18679815.jpg,train,target,angry,0
Training_18687003.jpg,train,target,angry,0
Training_18688703.jpg,train,target,angry,0
Training_18699711.jpg,train,target,angry,0
Training_18714040.jpg,train,target,angry,0
Training_18766042.jpg,train,target,angry,0
Training_18769667.jpg,train,target,angry,0
Training_18775545.jpg,train,target,angry,0
Training_18793535.jpg,train,target,angry,0
Training_18806679.jpg,train,target,angry,0
Training_18818880.jpg,train,target,angry,0
Training_18829072.jpg,train,target,angry,0
Training_18833065.jpg,train,target,angry,0
Training_1886687.jpg,train,target,angry,0
Training_18873605.jpg,train,target,angry,0
Training_18888080.jpg,train,target,angry,0
Training_18894040.jpg,train,target,angry,0
Training_18926048.jpg,train,target,angry,0
Training_18966100.jpg,train,target,angry,0
Training_18972883.jpg,train,target,angry,0
Training_18995850.jpg,train,target,angry,0
Training_19037832.jpg,train,target,angry,0
Training_19060950.jpg,train,target,angry,0
Training_19103814.jpg,train,target,angry,0
Training_19104128.jpg,train,target,angry,0
Training_19153111.jpg,train,target,angry,0
Training_19214465.jpg,train,target,angry,0
Training_19226789.jpg,train,target,angry,0
Training_1924056.jpg,train,target,angry,0
Training_19259158.jpg,train,target,angry,0
Training_19280895.jpg,train,target,angry,0
Training_19282935.jpg,train,target,angry,0
Training_19295001.jpg,train,target,angry,0
Training_19316238.jpg,train,target,angry,0
Training_19321092.jpg,train,target,angry,0
Training_1934096.jpg,train,target,angry,0
Training_19345091.jpg,train,target,angry,0
Training_19370670.jpg,train,target,angry,0
Training_19401825.jpg,train,target,angry,0
Training_19418971.jpg,train,target,angry,0
Training_1942570.jpg,train,target,angry,0
Training_19426501.jpg,train,target,angry,0
Training_19429243.jpg,train,target,angry,0
Training_19436967.jpg,train,target,angry,0
Training_19437515.jpg,train,target,angry,0
Training_19503940.jpg,train,target,angry,0
Training_1951293.jpg,train,target,angry,0
Training_19521391.jpg,train,target,angry,0
Training_19565840.jpg,train,target,angry,0
Training_19568389.jpg,train,target,angry,0
Training_19573652.jpg,train,target,angry,0
Training_19578975.jpg,train,target,angry,0
Training_19595003.jpg,train,target,angry,0
Training_19605770.jpg,train,target,angry,0
Training_19633287.jpg,train,target,angry,0
Training_19643622.jpg,train,target,angry,0
Training_19662644.jpg,train,target,angry,0
Training_19687209.jpg,train,target,angry,0
Training_19726930.jpg,train,target,angry,0
Training_19756127.jpg,train,target,angry,0
Training_19760225.jpg,train,target,angry,0
Training_19778378.jpg,train,target,angry,0
Training_19843851.jpg,train,target,angry,0
Training_19848415.jpg,train,target,angry,0
Training_19855344.jpg,train,target,angry,0
Training_19874064.jpg,train,target,angry,0
Training_19879369.jpg,train,target,angry,0
Training_19903870.jpg,train,target,angry,0
Training_19917862.jpg,train,target,angry,0
Training_19970288.jpg,train,target,angry,0
Training_20006314.jpg,train,target,angry,0
Training_20030076.jpg,train,target,angry,0
Training_20058735.jpg,train,target,angry,0
Training_20106254.jpg,train,target,angry,0
Training_20132403.jpg,train,target,angry,0
Training_20186507.jpg,train,target,angry,0
Training_20261252.jpg,train,target,angry,0
Training_20262264.jpg,train,target,angry,0
Training_20272265.jpg,train,target,angry,0
Training_20311288.jpg,train,target,angry,0
Training_20317679.jpg,train,target,angry,0
Training_20325245.jpg,train,target,angry,0
Training_20326127.jpg,train,target,angry,0
Training_20343576.jpg,train,target,angry,0
Training_20374852.jpg,train,target,angry,0
Training_20376505.jpg,train,target,angry,0
Training_20388702.jpg,train,target,angry,0
Training_20398356.jpg,train,target,angry,0
Training_20436888.jpg,train,target,angry,0
Training_20445632.jpg,train,target,angry,0
Training_20463939.jpg,train,target,angry,0
Training_20501161.jpg,train,target,angry,0
Training_20531010.jpg,train,target,angry,0
Training_20556787.jpg,train,target,angry,0
Training_20583731.jpg,train,target,angry,0
Training_20614593.jpg,train,target,angry,0
Training_20614662.jpg,train,target,angry,0
Training_20628210.jpg,train,target,angry,0
Training_20628939.jpg,train,target,angry,0
Training_20643666.jpg,train,target,angry,0
Training_20650406.jpg,train,target,angry,0
Training_20661113.jpg,train,target,angry,0
Training_20666200.jpg,train,target,angry,0
Training_20682032.jpg,train,target,angry,0
Training_20688095.jpg,train,target,angry,0
Training_20735338.jpg,train,target,angry,0
Training_20748658.jpg,train,target,angry,0
Training_20807662.jpg,train,target,angry,0
Training_20815081.jpg,train,target,angry,0
Training_2081591.jpg,train,target,angry,0
Training_20822105.jpg,train,target,angry,0
Training_20825412.jpg,train,target,angry,0
Training_20835143.jpg,train,target,angry,0
Training_20841954.jpg,train,target,angry,0
Training_20870568.jpg,train,target,angry,0
Training_20916121.jpg,train,target,angry,0
Training_20940258.jpg,train,target,angry,0
Training_20946656.jpg,train,target,angry,0
Training_20952119.jpg,train,target,angry,0
Training_20968527.jpg,train,target,angry,0
Training_2097603.jpg,train,target,angry,0
Training_20990451.jpg,train,target,angry,0
Training_21002745.jpg,train,target,angry,0
Training_21023543.jpg,train,target,angry,0
Training_21078661.jpg,train,target,angry,0
Training_21096846.jpg,train,target,angry,0
Training_21111744.jpg,train,target,angry,0
Training_21134448.jpg,train,target,angry,0
Training_211850.jpg,train,target,angry,0
Training_21220561.jpg,train,target,angry,0
Training_21220586.jpg,train,target,angry,0
Training_2126195.jpg,train,target,angry,0
Training_21282633.jpg,train,target,angry,0
Training_21354738.jpg,train,target,angry,0
Training_21398238.jpg,train,target,angry,0
Training_21429456.jpg,train,target,angry,0
Training_21450179.jpg,train,target,angry,0
Training_21475578.jpg,train,target,angry,0
Training_21477157.jpg,train,target,angry,0
Training_21536509.jpg,train,target,angry,0
Training_21562334.jpg,train,target,angry,0
Training_21574245.jpg,train,target,angry,0
Training_21575060.jpg,train,target,angry,0
Training_21576940.jpg,train,target,angry,0
Training_21597213.jpg,train,target,angry,0
Training_21623038.jpg,train,target,angry,0
Training_2163965.jpg,train,target,angry,0
Training_21651222.jpg,train,target,angry,0
Training_21706252.jpg,train,target,angry,0
Training_21713736.jpg,train,target,angry,0
Training_21731792.jpg,train,target,angry,0
Training_21745537.jpg,train,target,angry,0
Training_21797426.jpg,train,target,angry,0
Training_21802873.jpg,train,target,angry,0
Training_21816646.jpg,train,target,angry,0
Training_2185049.jpg,train,target,angry,0
Training_21868258.jpg,train,target,angry,0
Training_21931435.jpg,train,target,angry,0
Training_21945057.jpg,train,target,angry,0
Training_21960342.jpg,train,target,angry,0
Training_21996602.jpg,train,target,angry,0
Training_22007903.jpg,train,target,angry,0
Training_22036377.jpg,train,target,angry,0
Training_22039397.jpg,train,target,angry,0
Training_22041473.jpg,train,target,angry,0
Training_22067086.jpg,train,target,angry,0
Training_22070624.jpg,train,target,angry,0
Training_22083557.jpg,train,target,angry,0
Training_22168288.jpg,train,target,angry,0
Training_22193935.jpg,train,target,angry,0
Training_22225769.jpg,train,target,angry,0
Training_22238469.jpg,train,target,angry,0
Training_22255187.jpg,train,target,angry,0
Training_22269387.jpg,train,target,angry,0
Training_22321432.jpg,train,target,angry,0
Training_22357760.jpg,train,target,angry,0
Training_22384775.jpg,train,target,angry,0
Training_22394449.jpg,train,target,angry,0
Training_22407840.jpg,train,target,angry,0
Training_22417394.jpg,train,target,angry,0
Training_2242737.jpg,train,target,angry,0
Training_2245342.jpg,train,target,angry,0
Training_22484444.jpg,train,target,angry,0
Training_22487256.jpg,train,target,angry,0
Training_22505433.jpg,train,target,angry,0
Training_22547261.jpg,train,target,angry,0
Training_22571639.jpg,train,target,angry,0
Training_22572626.jpg,train,target,angry,0
Training_22589544.jpg,train,target,angry,0
Training_22607108.jpg,train,target,angry,0
Training_2261453.jpg,train,target,angry,0
Training_22662478.jpg,train,target,angry,0
Training_22683743.jpg,train,target,angry,0
Training_2269690.jpg,train,target,angry,0
Training_22745962.jpg,train,target,angry,0
Training_22753838.jpg,train,target,angry,0
Training_22757878.jpg,train,target,angry,0
Training_22786311.jpg,train,target,angry,0
Training_22825924.jpg,train,target,angry,0
Training_22833016.jpg,train,target,angry,0
Training_22855971.jpg,train,target,angry,0
Training_22880710.jpg,train,target,angry,0
Training_22890433.jpg,train,target,angry,0
Training_22892509.jpg,train,target,angry,0
Training_23065708.jpg,train,target,angry,0
Training_23079807.jpg,train,target,angry,0
Training_23087152.jpg,train,target,angry,0
Training_23143124.jpg,train,target,angry,0
Training_23150659.jpg,train,target,angry,0
Training_23159017.jpg,train,target,angry,0
Training_23166676.jpg,train,target,angry,0
Training_23170842.jpg,train,target,angry,0
Training_23189533.jpg,train,target,angry,0
Training_23194876.jpg,train,target,angry,0
Training_2323777.jpg,train,target,angry,0
Training_23240301.jpg,train,target,angry,0
Training_23242376.jpg,train,target,angry,0
Training_23272363.jpg,train,target,angry,0
Training_23274253.jpg,train,target,angry,0
Training_23296946.jpg,train,target,angry,0
Training_23314296.jpg,train,target,angry,0
Training_23372466.jpg,train,target,angry,0
Training_23380555.jpg,train,target,angry,0
Training_233976.jpg,train,target,angry,0
Training_23412616.jpg,train,target,angry,0
Training_23447931.jpg,train,target,angry,0
Training_23467824.jpg,train,target,angry,0
Training_23487884.jpg,train,target,angry,0
Training_23492125.jpg,train,target,angry,0
Training_23497778.jpg,train,target,angry,0
Training_23519436.jpg,train,target,angry,0
Training_23539303.jpg,train,target,angry,0
Training_23567201.jpg,train,target,angry,0
Training_23585159.jpg,train,target,angry,0
Training_23625584.jpg,train,target,angry,0
Training_23630570.jpg,train,target,angry,0
Training_23633484.jpg,train,target,angry,0
Training_23689020.jpg,train,target,angry,0
Training_23734703.jpg,train,target,angry,0
Training_23736738.jpg,train,target,angry,0
Training_2374009.jpg,train,target,angry,0
Training_23781912.jpg,train,target,angry,0
Training_23785053.jpg,train,target,angry,0
Training_23801875.jpg,train,target,angry,0
Training_23827654.jpg,train,target,angry,0
Training_23853526.jpg,train,target,angry,0
Training_23854394.jpg,train,target,angry,0
Training_23864364.jpg,train,target,angry,0
Training_23900654.jpg,train,target,angry,0
Training_23944618.jpg,train,target,angry,0
Training_2395249.jpg,train,target,angry,0
Training_24035711.jpg,train,target,angry,0
Training_24044171.jpg,train,target,angry,0
Training_24047186.jpg,train,target,angry,0
Training_24061789.jpg,train,target,angry,0
Training_24210427.jpg,train,target,angry,0
Training_24212027.jpg,train,target,angry,0
Training_24218021.jpg,train,target,angry,0
Training_24236148.jpg,train,target,angry,0
Training_24299949.jpg,train,target,angry,0
Training_24301976.jpg,train,target,angry,0
Training_24306297.jpg,train,target,angry,0
Training_24314794.jpg,train,target,angry,0
Training_24372639.jpg,train,target,angry,0
Training_24409466.jpg,train,target,angry,0
Training_24419294.jpg,train,target,angry,0
Training_24422889.jpg,train,target,angry,0
Training_24439859.jpg,train,target,angry,0
Training_24503186.jpg,train,target,angry,0
Training_24511742.jpg,train,target,angry,0
Training_24522911.jpg,train,target,angry,0
Training_24539523.jpg,train,target,angry,0
Training_24553032.jpg,train,target,angry,0
Training_24567425.jpg,train,target,angry,0
Training_2461109.jpg,train,target,angry,0
Training_24625492.jpg,train,target,angry,0
Training_24637963.jpg,train,target,angry,0
Training_24639076.jpg,train,target,angry,0
Training_2467883.jpg,train,target,angry,0
Training_24687742.jpg,train,target,angry,0
Training_24737960.jpg,train,target,angry,0
Training_24759868.jpg,train,target,angry,0
Training_247656.jpg,train,target,angry,0
Training_24800797.jpg,train,target,angry,0
Training_24816787.jpg,train,target,angry,0
Training_24825200.jpg,train,target,angry,0
Training_24890384.jpg,train,target,angry,0
Training_24917234.jpg,train,target,angry,0
Training_24935028.jpg,train,target,angry,0
Training_24963813.jpg,train,target,angry,0
Training_2496501.jpg,train,target,angry,0
Training_24978929.jpg,train,target,angry,0
Training_25059339.jpg,train,target,angry,0
Training_25123087.jpg,train,target,angry,0
Training_25127621.jpg,train,target,angry,0
Training_25131560.jpg,train,target,angry,0
Training_25188983.jpg,train,target,angry,0
Training_25282295.jpg,train,target,angry,0
Training_25283800.jpg,train,target,angry,0
Training_25291602.jpg,train,target,angry,0
Training_25323093.jpg,train,target,angry,0
Training_25353266.jpg,train,target,angry,0
Training_25376117.jpg,train,target,angry,0
Training_25381827.jpg,train,target,angry,0
Training_25396368.jpg,train,target,angry,0
Training_25412694.jpg,train,target,angry,0
Training_25413066.jpg,train,target,angry,0
Training_25440354.jpg,train,target,angry,0
Training_25463356.jpg,train,target,angry,0
Training_25465383.jpg,train,target,angry,0
Training_25475703.jpg,train,target,angry,0
Training_25510140.jpg,train,target,angry,0
Training_25576729.jpg,train,target,angry,0
Training_25593834.jpg,train,target,angry,0
Training_25593873.jpg,train,target,angry,0
Training_25605469.jpg,train,target,angry,0
Training_256301.jpg,train,target,angry,0
Training_25632745.jpg,train,target,angry,0
Training_25655245.jpg,train,target,angry,0
Training_25665702.jpg,train,target,angry,0
Training_25687624.jpg,train,target,angry,0
Training_25693582.jpg,train,target,angry,0
Training_25706466.jpg,train,target,angry,0
Training_25739285.jpg,train,target,angry,0
Training_25766067.jpg,train,target,angry,0
Training_25769027.jpg,train,target,angry,0
Training_25777079.jpg,train,target,angry,0
Training_25785881.jpg,train,target,angry,0
Training_25798948.jpg,train,target,angry,0
Training_25806207.jpg,train,target,angry,0
Training_25812708.jpg,train,target,angry,0
